StructuredCallEntryID,Exchange,ExchSegment,ScripCode,Price,StopLoss,TargetPrice,Validity,RRRValue,InternalRemark,Header,CallType,CategoryID,SubCategoryID,UserID,InsertionTime,IsActive,Attachment,Status,StatusDescreption,BuySell,SendTo,ScripName,ImageURL,ModifiedDT,LastTradedPrice,CallClosedBy,CallClosedDT,CallClosedLTP
12096,NSE,OPT,59428,480.00,380,680.00,04-03-2025 00:00:00,NA,Book More 25% 550,Risky Buy BNF 49000 CE @ 480   ,Calls,2,9,20,04-03-2025 09:24:05,True,,Closed,Book full profit & exit at 639,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 27 Mar 2025 CE 49000.00,,04-03-2025 09:24:05,0.00,,,0.00
12097,MCX,OPTCOMM,445833,244.00,234,300.00,04-03-2025 00:00:00,NA,Book Profit and exit at 246,BUY CRUDE OIL 5800 CE AT 244 SL 234 TARGET 300 ,Calls,2,9,26,04-03-2025 09:25:55,True,,Closed,Book Profit and exit at 246,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRUDEOIL 17 Mar 2025 CE 5800.00,,04-03-2025 09:25:55,0.00,,,0.00
12098,NSE,OPT,85685,13.75,11,20.00,11-03-2025 00:00:00,NA,,Stock option - Buy BERGEPAINT 27 Mar 2025 PE 480.0 ,Calls,2,9,33,04-03-2025 09:30:46,True,,Closed,BERGEPAINT 27 Mar 2025 PE 480.00 at 13.75-13.90,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BERGEPAINT 27 Mar 2025 PE 480.00,,04-03-2025 09:30:46,0.00,,,0.00
12099,NSE,EQUITY,10793,424.00,416,440.00,11-03-2025 00:00:00,NA,BOOK PROFIT @ 433.50,BUY SYRMA @ 424 ,Calls,2,10,35,04-03-2025 09:33:23,True,,Closed,BOOK PROFIT @ 433.50,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SYRMA,,04-03-2025 09:33:23,0.00,,,0.00
12100,NSE,EQUITY,383,263.40,257,280.00,07-03-2025 00:00:00,NA,Book Profit and exit at 265.75,Equity - Buy BEL @263.45  ,Calls,2,10,34,04-03-2025 09:38:26,True,,Closed,Take Profit @390.60,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BEL,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,390.60
12101,MCX,OPTCOMM,447393,25.15,24,30.00,04-03-2025 00:00:00,NA,Book Profit and exit at 26.20,BUY NATURAL GAS 370 PE AT 25.15 SL 24 TGT 30 ,Calls,2,9,26,04-03-2025 09:38:36,True,,Closed,Book Profit and exit at 26.20,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NATURALGAS 24 Mar 2025 PE 370.00,,04-03-2025 09:38:36,0.00,,,0.00
12102,NSE,EQUITY,2303,3266.00,3210,3366.00,07-03-2025 00:00:00,NA,Book Profit and exit at 3319,EQUITY - BUY HAL ,Calls,2,10,34,04-03-2025 09:39:51,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",HAL,,04-03-2025 09:39:51,0.00,,,0.00
12103,NSE,EQUITY,14972,1023.80,1003,1075.00,07-03-2025 00:00:00,NA,Book Profit and exit at 1050,EQUITY BUY KSCL ,Calls,2,10,34,04-03-2025 09:44:00,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",KSCL,,04-03-2025 09:44:00,0.00,,,0.00
12104,NSE,EQUITY,5097,226.00,221,235.00,04-03-2025 00:00:00,NA,,BUY ZOMATO  @ 226  SL: 221  TGTS: 235  ,Calls,2,9,24,04-03-2025 10:25:31,True,,Closed,EXIT AND BOOK PROFITS @ 227.80,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ZOMATO,,04-03-2025 10:25:31,0.00,,,0.00
12105,MCX,OPTCOMM,448113,1430.00,1370,1600.00,04-03-2025 00:00:00,NA,EXIT AT 1450,BUY GOLDM 85000 CE AT 1430 SL 1370 TGT 1600 ,Calls,2,9,26,04-03-2025 10:54:21,True,,Closed,EXIT AT 1450,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 26 Mar 2025 CE 86000.00,,04-03-2025 10:54:21,0.00,,,0.00
12106,NSE,EQUITY,24948,138.00,135.7,142.80,11-03-2025 00:00:00,NA,book profit @ 140.7,BUY LTF @ 138 ,Calls,2,10,35,04-03-2025 11:04:56,True,,Closed,book profit @ 140.7,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",LTF,,04-03-2025 11:04:56,0.00,,,0.00
12107,NSE,EQUITY,9117,596.10,578,615.00,07-03-2025 00:00:00,NA,Book Profit and exit at 606.75,Equity Buy TIPSMUSIC  ,Calls,2,10,34,04-03-2025 11:12:54,True,,Closed,Take Profit @671.95,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TIPSMUSIC,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,671.95
12108,NSE,EQUITY,1901,2840.00,2786,2948.00,11-03-2025 00:00:00,NA,book profit @ 2878,BUY CUMMINSIND @ 2840 ,Calls,2,10,35,04-03-2025 11:45:34,True,,Closed,book profit @ 2878,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CUMMINSIND,,04-03-2025 11:45:34,0.00,,,0.00
12109,NSE,OPT,68421,75.00,55,110.00,04-03-2025 00:00:00,NA,,INDEX OPTION: BUY NIFTY 06MAR 22100 CE @ 75 SL: 55,Calls,2,9,24,04-03-2025 11:51:40,True,,Closed,SL Hit @43.75,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 06 Mar 2025 CE 22100.00,,04-06-2025 18:50:31,0.00,Auto,04-06-2025 18:50:31,43.75
12110,NSE,EQUITY,11956,1215.00,1205,1252.00,04-03-2025 00:00:00,NA,,STOCK OF THE DAY: BUY MEDANTA ,Calls,2,9,24,04-03-2025 12:26:18,True,,Closed,exit @ 1207,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MEDANTA,,04-03-2025 12:26:18,0.00,,,0.00
12111,NSE,FUTSTK,43120,3225.00,3210,3248.00,04-03-2025 00:00:00,NA,,FUTURES: BUY LT MAR FUT @ 3225 SL: 3210 TGTS: 3248 ,Calls,2,9,24,04-03-2025 13:17:12,True,,Closed,exit @ 3223,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",LT 27 Mar 2025,,04-03-2025 13:17:12,0.00,,,0.00
12112,NSE,EQUITY,685,1444.00,1420,1482.00,06-03-2025 00:00:00,NA,Book Profit and exit at 1460,Equity - Buy CHOLAFIN ,Calls,2,10,34,04-03-2025 14:02:22,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CHOLAFIN,,04-03-2025 14:02:22,0.00,,,0.00
12113,MCX,OPTCOMM,433705,2400.00,2570,2100.00,04-03-2025 00:00:00,NA,,SELL SILVERM 95000PE ,Calls,2,9,19,04-03-2025 14:03:10,True,,Closed,EXIT SILVERM 95000PE SHORT AT 2360.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 21 Apr 2025 PE 95000.00,,04-03-2025 14:03:10,0.00,,,0.00
12114,NSE,EQUITY,509,2184.00,2150,2235.00,05-03-2025 00:00:00,NA,,*BTST: BUY MAZDOCK @ 2184 SL: 2150 TGTS: 2235*,Calls,2,10,24,04-03-2025 14:28:52,True,,Closed,Take Profit @3412.70,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MAZDOCK,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,3412.70
12115,MCX,OPTCOMM,445951,148.00,169,105.00,04-03-2025 00:00:00,NA,,SELL CRUDEOIL 5900CE ,Calls,2,9,19,04-03-2025 17:37:53,True,,Closed,BOOK PROFIT AND CLOSE CRUDEOILM 5900CE SHORT AT 135.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRUDEOILM 17 Mar 2025 CE 5900.00,,04-03-2025 17:37:53,0.00,,,0.00
12116,MCX,OPTCOMM,448135,1095.00,1180,900.00,07-03-2025 00:00:00,NA,BOOK FULL PROFIT 1051,BULLION GOLDM PE SELL ,Calls,2,9,14,04-03-2025 18:19:26,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 26 Mar 2025 PE 86000.00,,04-03-2025 18:19:26,0.00,,,0.00
12117,MCX,OPTCOMM,447396,19.20,22,14.00,07-03-2025 00:00:00,NA,EXIT AT 20.70,ENERGY NATGASM CE SELL ,Calls,2,9,14,04-03-2025 18:35:52,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NATGASMINI 24 Mar 2025 CE 370.00,,04-03-2025 18:35:52,0.00,,,0.00
12118,MCX,OPTCOMM,447396,22.70,21,27.00,04-03-2025 00:00:00,NA,,BUY NATGASMINI 370CE ,Calls,2,9,19,04-03-2025 18:58:46,True,,Closed,BOOK AND EXIT NATGASMINI 370CE LONG AT 24.5,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NATGASMINI 24 Mar 2025 CE 370.00,,04-03-2025 18:58:46,0.00,,,0.00
12119,MCX,OPTCOMM,433709,2920.00,2750,3300.00,07-03-2025 00:00:00,NA,BOOK FULL PROFIT 3100,BULLION SILVERM PE BUY ,Calls,2,9,14,04-03-2025 20:09:13,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 21 Apr 2025 PE 96000.00,,04-03-2025 20:09:13,0.00,,,0.00
12120,MCX,OPTCOMM,433645,2625.00,2775,2350.00,07-03-2025 00:00:00,NA,BOOK FULL PROFIT 2450,BULLION SILVERM CE SELL ,Calls,2,9,14,04-03-2025 20:32:50,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 21 Apr 2025 CE 97000.00,,04-03-2025 20:32:50,0.00,,,0.00
12121,MCX,FUTCOMM,439830,5880.00,5910,5820.00,04-03-2025 00:00:00,NA,,SELL CRUDEOILM FUT ,Calls,2,9,19,04-03-2025 20:55:06,True,,Closed,CRUDEOILM FUT SL TRIGGERED PLEASE EXIT.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRUDEOILM 19 Mar 2025,,04-03-2025 20:55:06,0.00,,,0.00
12122,MCX,OPTCOMM,433709,2950.00,3100,2600.00,04-03-2025 00:00:00,NA,,SELL SILVERM 96000PE ,Calls,2,9,19,04-03-2025 22:35:38,True,,Closed,EXIT SILVERM 96000PE SHORT AT 2930.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 21 Apr 2025 PE 96000.00,,04-03-2025 22:35:38,0.00,,,0.00
12123,NSE,EQUITY,20825,171.75,169,177.00,05-03-2025 00:00:00,NA,TARGET ACHIEVED,Equity - Buy  HUDCO ,Calls,2,9,34,05-03-2025 09:24:01,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",HUDCO,,05-03-2025 09:24:01,0.00,,,0.00
12124,NSE,EQUITY,17704,612.00,595,660.00,12-03-2025 00:00:00,NA,,Momentum call - Buy QUESS at 612-616 ,Calls,2,10,33,05-03-2025 09:31:57,True,,Closed,Momentum call - QUESS - Book profit & exit at  643,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",QUESS,,05-03-2025 09:31:57,0.00,,,0.00
12125,NSE,OPT,112256,120.00,105,160.00,12-03-2025 00:00:00,NA,Target achieved,Stock option - Buy HDFCAMC 27 Mar 2025 CE 3750.00  ,Calls,2,10,33,05-03-2025 09:51:07,True,,Closed,Stock option - HDFCAMC 27 Mar 2025 CE 3750.00 - Target achieved,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",HDFCAMC 27 Mar 2025 CE 3750.00,,05-03-2025 09:51:07,0.00,,,0.00
12126,NSE,EQUITY,17869,490.80,479,515.00,05-03-2025 00:00:00,NA,BOOK PROFIT AND EXIT AT 502,EQUITY JSW ENERGY ,Calls,2,9,34,05-03-2025 10:02:41,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",JSWENERGY,,05-03-2025 10:02:41,0.00,,,0.00
12127,NSE,EQUITY,8840,315.00,309.2,326.55,12-03-2025 00:00:00,NA,book profit @ 326,BUY USHAMART @ 315 ,Calls,2,10,35,05-03-2025 10:07:01,True,,Closed,book profit @ 326,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",USHAMART,,05-03-2025 10:07:01,0.00,,,0.00
12128,NSE,OPT,68427,72.00,60,99.00,05-03-2025 00:00:00,NA,SL,Buy 22200 PE @ 73 ,Calls,2,9,20,05-03-2025 10:16:42,True,,Closed,SL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 06 Mar 2025 PE 22200.00,,05-03-2025 10:16:42,0.00,,,0.00
12129,NSE,EQUITY,6733,878.00,869,894.00,05-03-2025 00:00:00,NA,,STOCK OF THE DAY: BUY JINDALSTEL ,Calls,2,9,24,05-03-2025 10:21:31,True,,Closed,BOOK PROFITS @ 887.50,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",JINDALSTEL,,05-03-2025 10:21:31,0.00,,,0.00
12130,NSE,EQUITY,1512,740.60,715,790.00,07-03-2025 00:00:00,NA,,EQUITY- BUY INDHOTEL,Calls,2,10,34,05-03-2025 10:26:19,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",INDHOTEL,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,770.75
12131,NSE,EQUITY,15058,715.00,692,760.00,12-03-2025 00:00:00,NA,,Moemntum call - Buy AVALON at 710-715,Calls,2,10,33,05-03-2025 10:26:52,True,,Closed,Take Profit @859.10,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AVALON,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,859.10
12132,NSE,OPT,59430,550.00,450,750.00,05-03-2025 00:00:00,NA,"Ignore, Call not Initiated",Buy BNF 49100 CE @ 550 ,Calls,2,9,20,05-03-2025 10:38:45,True,,Closed,"Ignore, Call not Initiated",Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 27 Mar 2025 CE 49100.00,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,0.00
12133,NSE,FUTSTK,35533,369.00,365,376.00,05-03-2025 00:00:00,NA,,FUTURES: BUY COALINDIA MAR FUT @ 369 SL: 365 TGTS: ,Calls,2,10,24,05-03-2025 10:41:05,True,,Closed,exit and book profits @ 369.6,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",COALINDIA 27 Mar 2025,,05-03-2025 10:41:05,0.00,,,0.00
12134,NSE,EQUITY,163,387.00,380,403.00,12-03-2025 00:00:00,NA,target hit ,BUY APOLLOTYRE @ 387 ,Calls,2,10,35,05-03-2025 10:45:07,True,,Closed,target hit  ,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",APOLLOTYRE,,05-03-2025 10:45:07,0.00,,,0.00
12135,MCX,OPTCOMM,448135,1179.00,1110,1300.00,05-03-2025 00:00:00,NA,,BUY GOLDM 86000 PE AT 1178 SL 1110 TGT 1300,Calls,2,9,26,05-03-2025 11:08:22,False,,Open,BUY GOLDM 86000 PE AT 1178 SL 1110 TGT 1300,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 26 Mar 2025 PE 86000.00,,05-03-2025 11:08:22,0.00,,,0.00
12136,MCX,OPTCOMM,448135,1178.00,1110,1300.00,05-03-2025 00:00:00,NA,EXIT AT 1168,BUY GOLDM 86000 PE AT 1078 SL 1110 TGT 1300 ,Calls,2,9,26,05-03-2025 11:10:50,True,,Closed,EXIT AT 1168,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 26 Mar 2025 PE 86000.00,,05-03-2025 11:10:50,0.00,,,0.00
12137,NSE,EQUITY,3426,9.55,7,12.00,05-03-2025 00:00:00,NA,,STOCK OPTION- BUY TATA POWER 355CE,Calls,2,10,24,05-03-2025 12:41:09,True,,Closed,Take Profit @393.65,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TATAPOWER,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,393.65
12138,NSE,EQUITY,1512,750.00,741,764.00,05-03-2025 00:00:00,NA,book profits @ 756,STOCK OF THE DAY: BUY INDHOTEL @ 750 SL: 741    ,Calls,2,9,24,05-03-2025 13:04:12,True,,Closed,book profits @ 756,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",INDHOTEL,,05-03-2025 13:04:12,0.00,,,0.00
12139,NSE,EQUITY,910,4800.00,4585,5185.00,05-07-2025 00:00:00,NA,,Value Invest - EICHERMOT ,Calls,1,8,13,05-03-2025 13:13:46,True,,Closed,BOOK PROFIT@5185,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",EICHERMOT,,05-03-2025 13:13:46,0.00,,,0.00
12140,NSE,EQUITY,383,264.00,247,290.00,19-03-2025 00:00:00,NA,,Value Invest - BEL  ,Calls,1,8,13,05-03-2025 13:15:44,True,,Closed,Target Achieved In BEL@290,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BEL,,05-03-2025 13:15:44,0.00,,,0.00
12141,NSE,EQUITY,2475,227.00,219,245.00,21-03-2025 00:00:00,NA,,Value Invest - ONGC ,Calls,1,8,13,05-03-2025 13:16:40,True,,Closed,Target Achieved @245,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ONGC,,05-03-2025 13:16:40,0.00,,,0.00
12142,NSE,EQUITY,11573,7300.00,6877,7957.00,10-03-2025 00:00:00,NA,,Value Invest - FORCEMOT ,Calls,1,8,13,05-03-2025 13:19:20,True,,Closed,Target Achieved@7957,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",FORCEMOT,,05-03-2025 13:19:20,0.00,,,0.00
12143,NSE,EQUITY,2031,2728.00,2350,3441.00,30-06-2025 00:00:00,NA,,Wealth pick - Buy M&M at 2728,Calls,1,7,33,05-03-2025 14:03:10,True,,Closed,Wealth pick - Buy M&M at 2728,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",M&M,,30-06-2025 15:30:31,0.00,Auto,30-06-2025 15:30:31,3175.50
12144,MCX,FUTCOMM,442159,259.80,258.80,262.00,05-03-2025 00:00:00,NA,,BUY ALUMINI FUT ,Calls,2,9,19,05-03-2025 14:28:34,True,,Closed,BOOK PROFIT AND CLOSE ALUMINI FUT LONG AT 260.50,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ALUMINI 31 Mar 2025,,05-03-2025 14:28:34,0.00,,,0.00
12145,NSE,EQUITY,637,563.00,550,590.00,12-03-2025 00:00:00,NA,,Momentum call - Buy CHAMBLFERT ,Calls,2,10,33,05-03-2025 14:48:26,True,,Closed,MOmentum call - Buy CHAMBLFERT at 563-566,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CHAMBLFERT,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,559.30
12146,NSE,EQUITY,14972,1063.00,1047,1100.00,06-03-2025 00:00:00,NA,Book profit & exit at 1084,BTST call -Buy KSCL at 1063-1065 ,Calls,2,9,33,05-03-2025 15:00:43,True,,Closed,BTST call -Buy KSCL at 1063-1065,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",KSCL,,05-03-2025 15:00:43,0.00,,,0.00
12147,MCX,OPTCOMM,445951,123.00,143,80.00,05-03-2025 00:00:00,NA,,SELL CRUDEOILM 5900CE ,Calls,2,9,19,05-03-2025 16:28:19,True,,Closed,BOOK PROFIT AND CLOSE CRUDEOILM 5900CE SHORT AT 110,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRUDEOILM 17 Mar 2025 CE 5900.00,,05-03-2025 16:28:19,0.00,,,0.00
12148,MCX,OPTCOMM,449528,17.25,21,11.00,07-03-2025 00:00:00,NA,EXIT AT 18.30,ENERGY NATGASM CE SELL ,Calls,2,9,14,05-03-2025 18:30:10,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NATGASMINI 24 Mar 2025 CE 390.00,,05-03-2025 18:30:10,0.00,,,0.00
12149,MCX,OPTCOMM,448118,915.00,1000,725.00,07-03-2025 00:00:00,NA,BOOK FULL PROFIT 745,BULLION GOLDM CE SELL ,Calls,2,9,14,05-03-2025 19:06:16,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 26 Mar 2025 CE 86500.00,,05-03-2025 19:06:16,0.00,,,0.00
12150,MCX,OPTCOMM,433645,3080.00,3275,2700.00,05-03-2025 00:00:00,NA,,SELL SILVERM 97000CE ,Calls,2,9,19,05-03-2025 19:14:36,True,,Closed,BOOK PROFIT AND CLOSE SILVERM 97000CE SHORT AT 2880.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 21 Apr 2025 CE 97000.00,,05-03-2025 19:14:36,0.00,,,0.00
12151,MCX,OPTCOMM,448135,1355.00,1275,1500.00,07-03-2025 00:00:00,NA,,BULLION GOLDM PE BUY,Calls,2,9,14,05-03-2025 19:23:18,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 26 Mar 2025 PE 86000.00,,05-03-2025 19:23:18,0.00,,,0.00
12152,MCX,OPTCOMM,433709,2500.00,2390,2700.00,07-03-2025 00:00:00,NA,BOOK FULL PROFIT 2630,BULLION SILVERM PE BUY ,Calls,2,9,14,05-03-2025 20:18:21,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 21 Apr 2025 PE 96000.00,,05-03-2025 20:18:21,0.00,,,0.00
12153,MCX,FUTCOMM,439830,5750.00,5780,5690.00,05-03-2025 00:00:00,NA,,SELL CRUDEOILM FUT ,Calls,2,9,19,05-03-2025 21:10:41,True,,Closed,BOOK PROFIT AND CLOSE CRUDEOILM FUT SHORT AT 5717.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRUDEOILM 19 Mar 2025,,05-03-2025 21:10:41,0.00,,,0.00
12154,NSE,OPT,120206,26.00,22,35.00,07-03-2025 00:00:00,NA,,Stock option -  Buy INDUSINDBK 27 Mar 2025 PE 960,Calls,2,10,33,06-03-2025 09:35:28,False,,Open,Stock option -  Buy INDUSINDBK 27 Mar 2025 PE 960 ,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",INDUSINDBK 27 Mar 2025 PE 960.00,,06-03-2025 09:35:28,0.00,,,0.00
12155,NSE,EQUITY,5366,906.15,880,960.00,06-03-2025 00:00:00,NA,Book Profit and exit at 929.45,EQUITY BUY WINDLAS   ,Calls,2,9,34,06-03-2025 09:41:36,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",WINDLAS,,06-03-2025 09:41:36,0.00,,,0.00
12156,NSE,EQUITY,438,198.50,195.5,204.50,13-03-2025 00:00:00,NA,EXIT 201.4,BUY BHEL @ 198.5 ,Calls,2,10,35,06-03-2025 09:56:12,True,,Closed,EXIT 201.4,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BHEL,,06-03-2025 09:56:12,0.00,,,0.00
12157,NSE,OPT,68430,55.00,33,95.00,06-03-2025 00:00:00,NA,Target Achieved,BUY NIFTY 22300 CE @ 55  ,Calls,2,9,20,06-03-2025 10:05:26,True,,Closed,Target Achieved,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 06 Mar 2025 CE 22300.00,,06-03-2025 10:05:26,0.00,,,0.00
12158,NSE,EQUITY,760,618.00,609,632.00,06-03-2025 00:00:00,NA,,STOCK OF THE DAY: BUY CGPOWER @ 618 SL: 609  TGTS: ,Calls,2,9,24,06-03-2025 10:27:20,True,,Closed,Book profits @ 627,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CGPOWER,,06-03-2025 10:27:20,0.00,,,0.00
12159,NSE,EQUITY,25,2245.00,2202,2320.00,13-03-2025 00:00:00,NA,EXIT @ 2286,BUY ADANIENT @ 2246 ,Calls,2,10,35,06-03-2025 10:32:12,True,,Closed,EXIT @ 2286,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ADANIENT,,06-03-2025 10:32:12,0.00,,,0.00
12160,NSE,EQUITY,1270,494.00,486,511.00,13-03-2025 00:00:00,NA,EXIT @ 500,BUY AMBUJACEM @ 494 ,Calls,2,10,35,06-03-2025 11:27:01,True,,Closed,EXIT @ 500,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AMBUJACEM,,06-03-2025 11:27:01,0.00,,,0.00
12161,NSE,EQUITY,1185,6130.00,5500,7300.00,06-03-2025 00:00:00,NA,,STOCK OF THE DAY- BUY AMBER ,Calls,1,6,24,06-03-2025 11:42:23,True,,Closed,BUY AMBER@6130,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AMBER,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,6240.00
12162,NSE,EQUITY,6216,165.00,160,175.00,13-03-2025 00:00:00,NA,Target achieved,Momentum call - Buy CAMLINFINE  at 165-166 ,Calls,2,10,33,06-03-2025 11:52:03,True,,Closed,Momentum call - Buy CAMLINFINE  at 165-166,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CAMLINFINE,,06-03-2025 11:52:03,0.00,,,0.00
12163,NSE,EQUITY,3024,264.50,253,285.00,20-03-2025 00:00:00,NA,,Momentum call - Buy JINDALSAW at 263-265,Calls,2,10,33,06-03-2025 12:04:37,True,,Closed,SL Hit @217.21,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",JINDALSAW,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,217.21
12164,NSE,FUTSTK,43428,440.00,436,449.00,13-03-2025 00:00:00,NA,,FUTURES: BUY VEDL MAR FUT @ 440 SL: 436  ,Calls,2,10,24,06-03-2025 12:17:15,True,,Closed,BOOK PROFITS @ 444.2,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",VEDL 27 Mar 2025,,06-03-2025 12:17:15,0.00,,,0.00
12165,NSE,EQUITY,1348,3630.00,3600,3720.00,06-03-2025 00:00:00,NA,,STOCK OF THE DAY-  BUY HEROMOTO ,Calls,1,6,24,06-03-2025 13:07:11,True,,Closed,Book profits @ 3656,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",HEROMOTOCO,,06-03-2025 13:07:11,0.00,,,0.00
12166,NSE,EQUITY,1023,182.60,180.6,187.60,13-03-2025 00:00:00,NA,exit @ 181.81,BUY FEDERALBNK @ 182.6 ,Calls,2,10,35,06-03-2025 13:22:49,True,,Closed,exit @ 181.81,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",FEDERALBNK,,06-03-2025 13:22:49,0.00,,,0.00
12167,NSE,OPT,68447,47.00,20,90.00,06-03-2025 00:00:00,NA,Exit @ 53,Buy Nifty 22500 PE @ 47 ,Calls,2,9,20,06-03-2025 13:31:39,True,,Closed,Exit @ 53,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 06 Mar 2025 PE 22500.00,,06-03-2025 13:31:39,0.00,,,0.00
12168,MCX,FUTCOMM,442166,273.90,273,276.00,06-03-2025 00:00:00,NA,,BUY ZINCMINI FUT ,Calls,2,9,19,06-03-2025 14:02:12,True,,Closed,BOOK PROFIT AND CLOSE ZINCMINI FUT LONG AT 274.60,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ZINCMINI 31 Mar 2025,,06-03-2025 14:02:12,0.00,,,0.00
